date_at,mois,product_type,category,country,valeur,loss,reimburse
2022-04-06 00:00:00.000000,2022-03,LNB Head incl. support,SHS+TV,Mali,20700.0,900.0,0.0
2022-04-06 00:00:00.000000,2022-03,LNB Head incl. support,SHS+TV,Niger,4500.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,LNB Head incl. support,SHS+TV,Nigeria,900.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,LNB Head incl. support,SHS+TV,Senegal,49500.0,300.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu Extension cable,SHS+TV,Burkina,6500.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu Extension cable,SHS+TV,Cameroun,1950.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu Extension cable,SHS+TV,Mali,2600.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu Extension cable,SHS+TV,Nigeria,15600.0,1950.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu Extension cable,SHS+TV,Senegal,8450.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu Lamp 160lm,SHS+TV,Burkina,174000.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu Lamp 160lm,SHS+TV,Cameroun,52200.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu Lamp 160lm,SHS+TV,Mali,69600.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu Lamp 160lm,SHS+TV,Nigeria,449500.0,34800.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu Lamp 160lm,SHS+TV,Senegal,232000.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu Remote control,SHS+TV,Burkina,16000.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu Remote control,SHS+TV,Mali,6400.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu Remote control,SHS+TV,Nigeria,36800.0,6400.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu Remote control,SHS+TV,Senegal,17600.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu SolarTV24,SHS+TV,Cameroun,540344.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu SolarTV24 NG,SHS+TV,Nigeria,392280.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu SolarTV24 NG,SHS+TV,Senegal,0.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu SolarTV32,SHS+TV,Burkina,5236758.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu SolarTV32,SHS+TV,Cameroun,278117.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu SolarTV32,SHS+TV,Mali,10394800.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu SolarTV32,SHS+TV,Niger,775816.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu SolarTV32,SHS+TV,Senegal,51452454.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu SolarTV32 NG,SHS+TV,Nigeria,413412.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu SolarTV43,TV43,Burkina,6427096.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu SolarTV43,TV43,Mali,11533995.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu SolarTV43,TV43,Niger,1235980.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu SolarTV43,TV43,Nigeria,0.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu SolarTV43,TV43,Senegal,34405530.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu TV Screen 24,SHS+TV,Cameroun,0.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu TV Screen 24,SHS+TV,Nigeria,0.0,84410.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu TV Screen 32,SHS+TV,Burkina,0.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu TV Screen 32,SHS+TV,Cameroun,231767.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu TV Screen 32,SHS+TV,Mali,0.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu TV Screen 32,SHS+TV,Nigeria,274362.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu TV Screen 32,SHS+TV,Senegal,649360.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu TV Screen 43,TV43,Burkina,0.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu TV Screen 43,TV43,Nigeria,0.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu TV Screen 43,TV43,Senegal,0.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu USB charger,SHS+TV,Burkina,9000.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu USB charger,SHS+TV,Cameroun,2700.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu USB charger,SHS+TV,Mali,3600.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu USB charger,SHS+TV,Nigeria,21600.0,2700.0,0.0
2022-04-06 00:00:00.000000,2022-03,Oolu USB charger,SHS+TV,Senegal,9000.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,PICO D100,pico,Cameroun,1007537.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,PICO D100,pico,Senegal,45800.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Powerbank component,accessories,Nigeria,0.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Powerhub 1000 component,big SHS,Nigeria,37908.890000000014,113726.67000000004,0.0
2022-04-06 00:00:00.000000,2022-03,Powerhub 10m of DC cable,big SHS,Nigeria,39000.0,13000.0,52000.0
2022-04-06 00:00:00.000000,2022-03,Powerhub 1280 component,big SHS,Nigeria,889392.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Powerhub 1280 with panel ,big SHS,Nigeria,1506160.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Powerhub 3000,big SHS,Burkina,3425767.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Powerhub 500 component,big SHS,Nigeria,39901.62,119704.86,0.0
2022-04-06 00:00:00.000000,2022-03,Powerhub 500 with panel,big SHS,Nigeria,0.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Powerhub AC input cable,big SHS,Nigeria,45500.0,6500.0,52000.0
2022-04-06 00:00:00.000000,2022-03,Powerhub Panel 340W,big SHS,Nigeria,560000.0,0.0,980000.0
2022-04-06 00:00:00.000000,2022-03,Radio Component WS,pico,Nigeria,14000.0,14000.0,3500.0
2022-04-06 00:00:00.000000,2022-03,Radio V1,pico,Burkina,19071.0,38142.0,114426.0
2022-04-06 00:00:00.000000,2022-03,Radio V1,pico,Mali,8749.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Radio V1,pico,Nigeria,0.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Radio V1,pico,Senegal,22527.0,0.0,7509.0
2022-04-06 00:00:00.000000,2022-03,Radio component,pico,Burkina,0.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Radio component,pico,Nigeria,0.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Radio component,pico,Senegal,0.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,SKH Controller,pico,Mali,1935758.01518,199259.83728,0.0
2022-04-06 00:00:00.000000,2022-03,SKH Controller,pico,Senegal,41484890.18156,74721.95932,344431.27626
2022-04-06 00:00:00.000000,2022-03,SKH Extension cable,pico,Mali,37800.0,4900.0,0.0
2022-04-06 00:00:00.000000,2022-03,SKH Extension cable,pico,Senegal,1339800.0,700.0,0.0
2022-04-06 00:00:00.000000,2022-03,SKH Lamp,pico,Mali,1964600.0,57000.0,0.0
2022-04-06 00:00:00.000000,2022-03,SKH Lamp,pico,Senegal,21458600.0,11400.0,11400.0
2022-04-06 00:00:00.000000,2022-03,SKH PV Panel,pico,Mali,1822400.0,40800.0,0.0
2022-04-06 00:00:00.000000,2022-03,SKH PV Panel,pico,Senegal,20168800.0,13600.0,6800.0
2022-04-06 00:00:00.000000,2022-03,SKH USB cable,pico,Mali,55000.0,6000.0,0.0
2022-04-06 00:00:00.000000,2022-03,SKH USB cable,pico,Senegal,2027000.0,1000.0,0.0
2022-04-06 00:00:00.000000,2022-03,SKH Wall mount,pico,Mali,27500.0,3000.0,0.0
2022-04-06 00:00:00.000000,2022-03,SKH Wall mount,pico,Senegal,1164000.0,500.0,0.0
2022-04-06 00:00:00.000000,2022-03,Satellite Cable 12m incl. connectors,SHS+TV,Burkina,123000.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Satellite Cable 12m incl. connectors,SHS+TV,Cameroun,4500.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Satellite Cable 12m incl. connectors,SHS+TV,Mali,135000.0,4500.0,0.0
2022-04-06 00:00:00.000000,2022-03,Satellite Cable 12m incl. connectors,SHS+TV,Niger,22500.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Satellite Cable 12m incl. connectors,SHS+TV,Nigeria,4500.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Satellite Cable 12m incl. connectors,SHS+TV,Senegal,202500.0,1500.0,0.0
2022-04-06 00:00:00.000000,2022-03,Satellite Dish incl. support,SHS+TV,Burkina,283500.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Satellite Dish incl. support,SHS+TV,Cameroun,10500.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Satellite Dish incl. support,SHS+TV,Mali,420000.0,10500.0,0.0
2022-04-06 00:00:00.000000,2022-03,Satellite Dish incl. support,SHS+TV,Niger,52500.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Satellite Dish incl. support,SHS+TV,Nigeria,10500.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Satellite Dish incl. support,SHS+TV,Senegal,686000.0,3500.0,0.0
2022-04-06 00:00:00.000000,2022-03,Sherpa Powerbank,accessories,Nigeria,0.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Sun King Home 60 Easy Buy,pico,Mali,37707.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,Sun King Home 60 Easy Buy,pico,Nigeria,0.0,37707.47966,0.0
2022-04-06 00:00:00.000000,2022-03,Sun King Home 60 Easy Buy,pico,Senegal,20495008.27748,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Batterie GM 80W,SHS+TV,Burkina,1715000.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Batterie GM 80W,SHS+TV,Mali,1890000.0,140000.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Batterie GM 80W,SHS+TV,Niger,525000.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Batterie GM 80W,SHS+TV,Nigeria,455000.0,70000.0,35000.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Batterie GM 80W,SHS+TV,Senegal,5530000.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Controller,pico,Burkina,13259111.0,569377.0,334571.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Controller,pico,Mali,13011562.0,678330.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Controller,pico,Niger,2537112.0,146079.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Controller,pico,Nigeria,4306779.9,322114.15,635123.95
2022-04-06 00:00:00.000000,2022-03,WowSolar Controller,pico,Senegal,14567635.0,62878.0,241290.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Extension cable,pico,Burkina,557050.0,7800.0,650.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Extension cable,pico,Mali,524550.0,16900.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Extension cable,pico,Niger,95550.0,650.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Extension cable,pico,Nigeria,26000.0,65650.0,6500.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Extension cable,pico,Senegal,345150.0,1950.0,5850.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Lamp 140lm,pico,Burkina,15156000.0,144000.0,12000.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Lamp 140lm,pico,Mali,9636000.0,144000.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Lamp 140lm,pico,Niger,1806000.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Lamp 140lm,pico,Nigeria,594000.0,777000.0,30000.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Lamp 140lm,pico,Senegal,9549000.0,36000.0,24000.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Lamp 400lm,pico,Burkina,816000.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Lamp 400lm,pico,Mali,672000.0,19200.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Lamp 400lm,pico,Niger,108800.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Lamp 400lm,pico,Nigeria,227200.0,291200.0,25600.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Lamp 400lm,pico,Senegal,1299200.0,6400.0,12800.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Panel 10W,pico,Nigeria,341000.0,379500.0,16500.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Panel 40W,SHS+TV,Burkina,4800000.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Panel 40W,SHS+TV,Mali,3680000.0,64000.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Panel 40W,SHS+TV,Niger,480000.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Panel 40W,SHS+TV,Nigeria,352000.0,128000.0,32000.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Panel 40W,SHS+TV,Senegal,7680000.0,64000.0,64000.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Panel 6W,pico,Burkina,5930000.0,60000.0,5000.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Panel 6W,pico,Mali,4250000.0,55000.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Panel 6W,pico,Niger,675000.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Panel 6W,pico,Senegal,2760000.0,10000.0,5000.0
2022-04-06 00:00:00.000000,2022-03,WowSolar TV Screen 19 ,SHS+TV,Burkina,70000.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolar TV Screen 19 ,SHS+TV,Mali,280000.0,35000.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolar TV Screen 19 ,SHS+TV,Niger,595000.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolar TV Screen 19 ,SHS+TV,Nigeria,1295000.0,70000.0,35000.0
2022-04-06 00:00:00.000000,2022-03,WowSolar TV Screen 19 ,SHS+TV,Senegal,700000.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolar TV Screen 22,SHS+TV,Burkina,585000.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolar TV Screen 22,SHS+TV,Mali,810000.0,90000.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolar TV Screen 22,SHS+TV,Nigeria,0.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolar TV Screen 22,SHS+TV,Senegal,2520000.0,0.0,45000.0
2022-04-06 00:00:00.000000,2022-03,WowSolar USB charger,pico,Burkina,470700.0,10800.0,900.0
2022-04-06 00:00:00.000000,2022-03,WowSolar USB charger,pico,Mali,706500.0,22500.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolar USB charger,pico,Niger,136800.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolar USB charger,pico,Nigeria,36000.0,90000.0,10800.0
2022-04-06 00:00:00.000000,2022-03,WowSolar USB charger,pico,Senegal,693000.0,2700.0,8100.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Wall mount,pico,Burkina,435600.0,4800.0,400.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Wall mount,pico,Mali,388000.0,6400.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Wall mount,pico,Niger,60800.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Wall mount,pico,Nigeria,21200.0,36000.0,3200.0
2022-04-06 00:00:00.000000,2022-03,WowSolar Wall mount,pico,Senegal,381600.0,1200.0,1600.0
2022-04-06 00:00:00.000000,2022-03,WowSolar100 NG,pico,Nigeria,226487.23,2869357.38,520744.03
2022-04-06 00:00:00.000000,2022-03,WowSolar400,pico,Nigeria,0.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolar400,pico,Senegal,0.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolar60,pico,Burkina,3092599.0,719737.0,275072.0
2022-04-06 00:00:00.000000,2022-03,WowSolar60,pico,Mali,22158634.0,305948.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolar60,pico,Niger,8897229.0,204534.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolar60,pico,Senegal,3747416.0,94317.0,35983.0
2022-04-06 00:00:00.000000,2022-03,WowSolarTV19,pico,Burkina,146079.0,144289.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolarTV19,pico,Mali,295478.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolarTV19,pico,Niger,438237.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolarTV19,pico,Senegal,145874.0,286926.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolarTV19 NG,pico,Nigeria,671655.3,2574678.65,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolarTV22,TV22,Mali,155465.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolarTV22,pico,Burkina,516109.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolarTV22,pico,Mali,5182305.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolarTV22,pico,Senegal,2006799.0,855723.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolarTV32,pico,Burkina,1013145.0,197072.0,410256.0
2022-04-06 00:00:00.000000,2022-03,WowSolarTV32,pico,Mali,6926419.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolarTV32,pico,Nigeria,0.0,178179.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolarTV32,pico,Senegal,498296.0,0.0,0.0
2022-04-06 00:00:00.000000,2022-03,WowSolarTV32 NG,pico,Nigeria,458595.51,305730.34,0.0
2022-04-07,2022-04,Adapter Fan,accessories,Niger,40800.0,0.0,0.0
2022-04-07,2022-04,Adapter Fan,accessories,Nigeria,6800.0,57800.0,3400.0
2022-04-07,2022-04,Burn Stove,accessories,Nigeria,0.0,0.0,31500.0
2022-04-07,2022-04,Burn Stove Xtra,accessories,Nigeria,0.0,0.0,0.0
2022-04-07,2022-04,D Light Radio,accessories,Cameroun,1937166.0,0.0,0.0
2022-04-07,2022-04,D100 Controller,pico,Cameroun,51000.0,0.0,0.0
2022-04-07,2022-04,D100 Lamp 120lm,pico,Cameroun,70200.0,0.0,0.0
2022-04-07,2022-04,D100 Lamp 220lm,pico,Cameroun,37800.0,0.0,0.0
2022-04-07,2022-04,D100 Multifunction charger,pico,Cameroun,16250.0,0.0,0.0
2022-04-07,2022-04,D100 Panel,pico,Cameroun,107800.0,0.0,0.0
2022-04-07,2022-04,Fan Lead Acid Battery,accessories,Nigeria,362100.0,0.0,0.0
2022-04-07,2022-04,Hairclipper V1,accessories,Burkina,32895.0,21930.0,197370.0
2022-04-07,2022-04,Hairclipper V1,accessories,Mali,9148.0,0.0,0.0
2022-04-07,2022-04,Hairclipper V1,accessories,Nigeria,0.0,45086.51,0.0
2022-04-07,2022-04,Hairclipper V1,accessories,Senegal,19660.0,0.0,137620.0
2022-04-07,2022-04,Hairclipper component,accessories,Burkina,0.0,0.0,0.0
2022-04-07,2022-04,Hairclipper component,accessories,Mali,0.0,0.0,0.0
2022-04-07,2022-04,Hairclipper component,accessories,Nigeria,0.0,4201.51,0.0
2022-04-07,2022-04,LNB Head incl. support,SHS+TV,Burkina,24600.0,0.0,0.0
2022-04-07,2022-04,LNB Head incl. support,SHS+TV,Cameroun,900.0,0.0,0.0
2022-04-07,2022-04,LNB Head incl. support,SHS+TV,Mali,20700.0,900.0,0.0
2022-04-07,2022-04,LNB Head incl. support,SHS+TV,Niger,4500.0,0.0,0.0
2022-04-07,2022-04,LNB Head incl. support,SHS+TV,Nigeria,900.0,0.0,0.0
2022-04-07,2022-04,LNB Head incl. support,SHS+TV,Senegal,49800.0,300.0,0.0
2022-04-07,2022-04,Oolu Extension cable,SHS+TV,Burkina,6500.0,0.0,0.0
2022-04-07,2022-04,Oolu Extension cable,SHS+TV,Cameroun,1950.0,0.0,0.0
2022-04-07,2022-04,Oolu Extension cable,SHS+TV,Mali,2600.0,0.0,0.0
2022-04-07,2022-04,Oolu Extension cable,SHS+TV,Nigeria,15600.0,1950.0,0.0
2022-04-07,2022-04,Oolu Extension cable,SHS+TV,Senegal,9100.0,0.0,0.0
2022-04-07,2022-04,Oolu Lamp 160lm,SHS+TV,Burkina,174000.0,0.0,0.0
2022-04-07,2022-04,Oolu Lamp 160lm,SHS+TV,Cameroun,52200.0,0.0,0.0
2022-04-07,2022-04,Oolu Lamp 160lm,SHS+TV,Mali,69600.0,0.0,0.0
2022-04-07,2022-04,Oolu Lamp 160lm,SHS+TV,Nigeria,449500.0,34800.0,0.0
2022-04-07,2022-04,Oolu Lamp 160lm,SHS+TV,Senegal,249400.0,0.0,0.0
2022-04-07,2022-04,Oolu Remote control,SHS+TV,Burkina,16000.0,0.0,0.0
2022-04-07,2022-04,Oolu Remote control,SHS+TV,Mali,6400.0,0.0,0.0
2022-04-07,2022-04,Oolu Remote control,SHS+TV,Nigeria,36800.0,6400.0,0.0
2022-04-07,2022-04,Oolu Remote control,SHS+TV,Senegal,19200.0,0.0,0.0
2022-04-07,2022-04,Oolu SolarTV24,SHS+TV,Cameroun,540344.0,0.0,0.0
2022-04-07,2022-04,Oolu SolarTV24 NG,SHS+TV,Nigeria,392280.0,0.0,0.0
2022-04-07,2022-04,Oolu SolarTV24 NG,SHS+TV,Senegal,0.0,0.0,0.0
2022-04-07,2022-04,Oolu SolarTV32,SHS+TV,Burkina,5236758.0,0.0,0.0
2022-04-07,2022-04,Oolu SolarTV32,SHS+TV,Cameroun,278117.0,0.0,0.0
2022-04-07,2022-04,Oolu SolarTV32,SHS+TV,Mali,10394800.0,0.0,0.0
2022-04-07,2022-04,Oolu SolarTV32,SHS+TV,Niger,775816.0,0.0,0.0
2022-04-07,2022-04,Oolu SolarTV32,SHS+TV,Senegal,49342859.0,0.0,0.0
2022-04-07,2022-04,Oolu SolarTV32 NG,SHS+TV,Nigeria,413412.0,0.0,0.0
2022-04-07,2022-04,Oolu SolarTV43,TV43,Burkina,6427096.0,0.0,0.0
2022-04-07,2022-04,Oolu SolarTV43,TV43,Mali,11533995.0,0.0,0.0
2022-04-07,2022-04,Oolu SolarTV43,TV43,Niger,1235980.0,0.0,0.0
2022-04-07,2022-04,Oolu SolarTV43,TV43,Nigeria,0.0,0.0,0.0
2022-04-07,2022-04,Oolu SolarTV43,TV43,Senegal,33859729.0,0.0,0.0
2022-04-07,2022-04,Oolu TV Screen 24,SHS+TV,Cameroun,0.0,0.0,0.0
2022-04-07,2022-04,Oolu TV Screen 24,SHS+TV,Nigeria,0.0,84410.0,0.0
2022-04-07,2022-04,Oolu TV Screen 32,SHS+TV,Burkina,0.0,0.0,0.0
2022-04-07,2022-04,Oolu TV Screen 32,SHS+TV,Cameroun,231767.0,0.0,0.0
2022-04-07,2022-04,Oolu TV Screen 32,SHS+TV,Mali,0.0,0.0,0.0
2022-04-07,2022-04,Oolu TV Screen 32,SHS+TV,Nigeria,274362.0,0.0,0.0
2022-04-07,2022-04,Oolu TV Screen 32,SHS+TV,Senegal,649360.0,0.0,0.0
2022-04-07,2022-04,Oolu TV Screen 43,TV43,Burkina,0.0,0.0,0.0
2022-04-07,2022-04,Oolu TV Screen 43,TV43,Nigeria,0.0,0.0,0.0
2022-04-07,2022-04,Oolu TV Screen 43,TV43,Senegal,0.0,0.0,0.0
2022-04-07,2022-04,Oolu USB charger,SHS+TV,Burkina,9000.0,0.0,0.0
2022-04-07,2022-04,Oolu USB charger,SHS+TV,Cameroun,2700.0,0.0,0.0
2022-04-07,2022-04,Oolu USB charger,SHS+TV,Mali,3600.0,0.0,0.0
2022-04-07,2022-04,Oolu USB charger,SHS+TV,Nigeria,21600.0,2700.0,0.0
2022-04-07,2022-04,Oolu USB charger,SHS+TV,Senegal,9900.0,0.0,0.0
2022-04-07,2022-04,PICO D100,pico,Cameroun,1007537.0,0.0,0.0
2022-04-07,2022-04,PICO D100,pico,Senegal,45800.0,0.0,0.0
2022-04-07,2022-04,Powerbank component,accessories,Nigeria,0.0,0.0,0.0
2022-04-07,2022-04,Powerhub 1000 component,big SHS,Nigeria,37908.890000000014,113726.67000000004,0.0
2022-04-07,2022-04,Powerhub 10m of DC cable,big SHS,Nigeria,39000.0,13000.0,52000.0
2022-04-07,2022-04,Powerhub 1280 component,big SHS,Nigeria,889392.0,0.0,0.0
